m.ref,spec.r,group.r,date,month,year,latwgs84,longwgs84,sex,age.r
M554/20,Harbour porpoise,Harbour porpoise,26/10/2020,10,2020,55.75305556,-4.914166667,U,juvenile
M561/20,Harbour porpoise,Harbour porpoise,26/10/2020,10,2020,58.21833333,-6.319444444,U,unknown
M558/20,Harbour porpoise,Harbour porpoise,28/10/2020,10,2020,56.05222222,-3.586111111,U,unknown
M566/20,Baleen whale (indeterminate species),Baleen Whales,29/10/2020,10,2020,58.07861111,-6.379166667,U,unknown
M567/20,Harbour porpoise,Harbour porpoise,29/10/2020,10,2020,58.07888889,-6.380555556,U,juvenile
M568/20,Harbour porpoise,Harbour porpoise,01/11/2020,11,2020,55.65083333,-4.82,U,juvenile
M578/20,Baleen whale (indeterminate species),Baleen Whales,03/11/2020,11,2020,60.58833333,-0.831111111,U,unknown
M585/20,Harbour porpoise,Harbour porpoise,07/11/2020,11,2020,54.86361111,-4.829722222,F,juvenile
M592/20,Short-beaked common dolphin,Common Dolphin,10/11/2020,11,2020,56.48861111,-6.877222222,U,adult
M594/20,Harbour porpoise,Harbour porpoise,11/11/2020,11,2020,55.62472222,-4.747777778,F,adult
M598/20,Short-beaked common dolphin,Common Dolphin,14/11/2020,11,2020,56.49055556,-6.981666667,U,adult
M599/20,Harbour porpoise,Harbour porpoise,14/11/2020,11,2020,56.21055556,-2.910555556,F,unknown
M613/20,Harbour porpoise,Harbour porpoise,18/11/2020,11,2020,58.07166667,-5.452222222,F,juvenile
M617/20,Harbour porpoise,Harbour porpoise,18/11/2020,11,2020,55.78333333,-4.861944444,U,unknown
M619/20,Harbour porpoise,Harbour porpoise,19/11/2020,11,2020,55.80194444,-5.124444444,F,juvenile
M625/20,Risso's dolphin,Pelagic Dolphins,20/11/2020,11,2020,60.50055556,-1.573055556,U,unknown
M643/20,Short-beaked common dolphin,Common Dolphin,24/11/2020,11,2020,56.72388889,-6.222222222,M,adult
M655/20,Sperm whale,Deep Divers,27/11/2020,11,2020,57.0325,-7.451944444,M,unknown
M659/20,Short-beaked common dolphin,Common Dolphin,29/11/2020,11,2020,57.57805556,-4.113055556,M,juvenile
M661/20,Short-beaked common dolphin,Common Dolphin,30/11/2020,11,2020,57.46083333,-7.4025,M,adult
M671/20,Short-beaked common dolphin,Common Dolphin,01/12/2020,12,2020,57.81555556,-6.806666667,U,unknown
M677/20,Harbour porpoise,Harbour porpoise,01/12/2020,12,2020,54.97416667,-3.339444444,U,unknown
M689/20,Harbour porpoise,Harbour porpoise,03/12/2020,12,2020,55.24194444,-4.862222222,F,juvenile
M691/20,Minke whale,Baleen Whales,03/12/2020,12,2020,57.27472222,-7.424444444,F,juvenile
M711/20,Short-beaked common dolphin,Common Dolphin,05/12/2020,12,2020,58.47833333,-5.093888889,U,juvenile
M693/20,Minke whale,Baleen Whales,06/12/2020,12,2020,58.27583333,-6.280555556,U,juvenile
M699/20,Short-beaked common dolphin,Common Dolphin,06/12/2020,12,2020,57.49916667,-6.463333333,U,unknown
M717/20,Harbour porpoise,Harbour porpoise,11/12/2020,12,2020,54.737489,-4.5705252,U,juvenile
M716/20,Sowerby's beaked whale,Deep Divers,12/12/2020,12,2020,58.29361111,-6.277777778,M,adult
M731/20,White-beaked dolphin,Pelagic Dolphins,14/12/2020,12,2020,58.48194444,-5.105,U,neonate
M729/20,Harbour porpoise,Harbour porpoise,15/12/2020,12,2020,56.52083333,-6.809166667,U,juvenile
M737/20,Long-finned pilot whale,Pelagic Dolphins,18/12/2020,12,2020,57.88194444,-6.948333333,U,adult
M738/20,Harbour porpoise,Harbour porpoise,19/12/2020,12,2020,55.33972222,-4.810277778,F,adult
M739/20,Harbour porpoise,Harbour porpoise,19/12/2020,12,2020,56.71555556,-2.447777778,U,unknown
M743/20,Harbour porpoise,Harbour porpoise,21/12/2020,12,2020,55.84861111,-4.888611111,U,unknown
M748/20,Harbour porpoise,Harbour porpoise,27/12/2020,12,2020,55.59027778,-4.673611111,U,juvenile
M783/20,Short-beaked common dolphin,Common Dolphin,29/12/2020,12,2020,57.4,-5.490833333,U,unknown
M3/21,Harbour porpoise,Harbour porpoise,02/01/2021,1,2021,56.05416667,-3.585833333,U,unknown
M13/21,Killer whale,Pelagic Dolphins,04/01/2021,1,2021,59.24194444,-2.518611111,U,juvenile
M14/21,Atlantic white-sided dolphin,Pelagic Dolphins,04/01/2021,1,2021,58.22361111,-6.762777778,F,adult
M16/21,Harbour porpoise,Harbour porpoise,05/01/2021,1,2021,56.35361111,-2.809166667,U,juvenile
M28/21,Harbour porpoise,Harbour porpoise,08/01/2021,1,2021,57.59194444,-3.9675,U,unknown
M31/21,Killer whale,Pelagic Dolphins,09/01/2021,1,2021,59.32805556,-3.002777778,U,juvenile
M35/21,Short-beaked common dolphin,Common Dolphin,09/01/2021,1,2021,58.56527778,-3.775833333,U,juvenile
M34/21,Long-finned pilot whale,Pelagic Dolphins,10/01/2021,1,2021,57.14472222,-7.407777778,F,adult
M37/21,Short-beaked common dolphin,Common Dolphin,11/01/2021,1,2021,58.84166667,-2.931944444,M,juvenile
M41/21,Risso's dolphin,Pelagic Dolphins,13/01/2021,1,2021,57.68611111,-2.145833333,M,juvenile
M55/21,Northern bottlenose whale,Deep Divers,17/01/2021,1,2021,55.89194444,-5.345833333,U,unknown
M57/21,Harbour porpoise,Harbour porpoise,18/01/2021,1,2021,55.63833333,-4.798055556,U,unknown
M59/21,Short-beaked common dolphin,Common Dolphin,19/01/2021,1,2021,56.39333333,-6.0025,F,adult
M69/21,Short-beaked common dolphin,Common Dolphin,19/01/2021,1,2021,55.88222222,-6.347777778,M,adult
M62/21,Short-beaked common dolphin,Common Dolphin,20/01/2021,1,2021,56.45944444,-6.959444444,F,adult
M66/20,Harbour porpoise,Harbour porpoise,22/01/2021,1,2021,58.36027778,-6.206666667,M,unknown
M68/21,Short-beaked common dolphin,Common Dolphin,25/01/2021,1,2021,57.71694444,-5.687222222,U,juvenile
M72/21,Harbour porpoise,Harbour porpoise,25/01/2021,1,2021,56.78166667,-2.368333333,U,juvenile
M88/21,Northern bottlenose whale,Deep Divers,27/01/2021,1,2021,55.53694444,-5.084444444,U,adult
M73/21,Harbour porpoise,Harbour porpoise,29/01/2021,1,2021,57.24166667,-2.043333333,M,adult
M74/21,Harbour porpoise,Harbour porpoise,29/01/2021,1,2021,56.03138889,-2.605833333,M,juvenile
M75/21,Harbour porpoise,Harbour porpoise,30/01/2021,1,2021,56.55305556,-5.414722222,U,juvenile
M76/21,Harbour porpoise,Harbour porpoise,30/01/2021,1,2021,56.30472222,-2.647222222,F,juvenile
M79/21,Harbour porpoise,Harbour porpoise,30/01/2021,1,2021,57.14277778,-2.058611111,F,juvenile
M83/21,Bottlenose dolphin,Pelagic Dolphins,30/01/2021,1,2021,54.84861111,-3.823888889,U,adult
M80/21,Harbour porpoise,Harbour porpoise,31/01/2021,1,2021,56.1975,-2.876666667,U,juvenile
M77/21,Harbour porpoise,Harbour porpoise,01/02/2021,2,2021,55.78361111,-4.861944444,U,juvenile
M89/21,Short-beaked common dolphin,Common Dolphin,03/02/2021,2,2021,60.63,-1.315555556,U,unknown
M94/21,Harbour porpoise,Harbour porpoise,03/02/2021,2,2021,57.0575,-6.498888889,U,juvenile
M90/21,Harbour porpoise,Harbour porpoise,04/02/2021,2,2021,56.01527778,-3.568888889,U,adult
M91/21,Harbour porpoise,Harbour porpoise,04/02/2021,2,2021,56.97277778,-2.1975,F,adult
M92/21,Short-beaked common dolphin,Common Dolphin,04/02/2021,2,2021,56.58416667,-6.665277778,U,adult
M96/21,Long-finned pilot whale,Pelagic Dolphins,06/02/2021,2,2021,58.0425,-3.826666667,U,adult
M103/21,Harbour porpoise,Harbour porpoise,08/02/2021,2,2021,56.03944444,-3.3375,M,juvenile
M105/21,Baleen whale (indeterminate species),Baleen Whales,08/02/2021,2,2021,55.87444444,-6.313333333,U,unknown
M106/21,Striped dolphin,Pelagic Dolphins,09/02/2021,2,2021,57.02444444,-7.456666667,U,juvenile
M107/21,Long-finned pilot whale,Pelagic Dolphins,09/02/2021,2,2021,58.56111111,-3.074444444,U,adult
M108/21,Harbour porpoise,Harbour porpoise,09/02/2021,2,2021,56.81972222,-2.295555556,U,unknown
M109/21,Short-beaked common dolphin,Common Dolphin,09/02/2021,2,2021,54.7875,-4.363888889,U,adult
M110/21,Harbour porpoise,Harbour porpoise,10/02/2021,2,2021,57.52361111,-1.798611111,U,adult
M113/21,Harbour porpoise,Harbour porpoise,12/02/2021,2,2021,56.2125,-2.935833333,F,adult
M112/21,Short-beaked common dolphin,Common Dolphin,13/02/2021,2,2021,56.48888889,-6.876666667,F,juvenile
M114/21,Harbour porpoise,Harbour porpoise,13/02/2021,2,2021,56.20611111,-2.757222222,U,unknown
M115/21,Short-beaked common dolphin,Common Dolphin,14/02/2021,2,2021,56.49277778,-6.853611111,U,unknown
M117/21,Harbour porpoise,Harbour porpoise,14/02/2021,2,2021,57.89027778,-4.011944444,M,adult
M118/21,Short-beaked common dolphin,Common Dolphin,14/02/2021,2,2021,56.55055556,-5.407777778,U,juvenile
M124/21,Harbour porpoise,Harbour porpoise,15/02/2021,2,2021,57.33861111,-6.101388889,U,juvenile
M128/21,Harbour porpoise,Harbour porpoise,16/02/2021,2,2021,56.96888889,-2.204722222,M,juvenile
M129/21,Harbour porpoise,Harbour porpoise,16/02/2021,2,2021,57.26833333,-2.023611111,U,adult
M131/21,Killer whale,Pelagic Dolphins,16/02/2021,2,2021,60.55027778,-1.048055556,M,adult
M132/21,Harbour porpoise,Harbour porpoise,16/02/2021,2,2021,57.3025,-1.9925,U,juvenile
M134/21,Harbour porpoise,Harbour porpoise,18/02/2021,2,2021,54.82055556,-4.080833333,M,juvenile
M135/21,Harbour porpoise,Harbour porpoise,18/02/2021,2,2021,57.83555556,-5.091388889,F,juvenile
M136/21,Harbour porpoise,Harbour porpoise,19/02/2021,2,2021,58.92333333,-2.751111111,M,adult
M138/21,Short-beaked common dolphin,Common Dolphin,20/02/2021,2,2021,56.19861111,-2.8775,U,juvenile
M139/21,Harbour porpoise,Harbour porpoise,20/02/2021,2,2021,56.198133,-2.8769894,U,juvenile
M137/21,Harbour porpoise,Harbour porpoise,21/02/2021,2,2021,59.23694444,-2.528333333,U,adult
M144/21,Short-beaked common dolphin,Common Dolphin,21/02/2021,2,2021,56.54416667,-5.861944444,U,juvenile
M173/21,Harbour porpoise,Harbour porpoise,21/02/2021,2,2021,58.82527778,-2.999722222,F,adult
M148/21,Short-beaked common dolphin,Common Dolphin,23/02/2021,2,2021,56.52,-6.808055556,U,unknown
M150/21,Harbour porpoise,Harbour porpoise,24/02/2021,2,2021,55.78527778,-6.341388889,M,juvenile
M151/21,Harbour porpoise,Harbour porpoise,25/02/2021,2,2021,56.23638889,-2.6625,U,juvenile
M153/21,Short-beaked common dolphin,Common Dolphin,26/02/2021,2,2021,58.19694444,-5.339444444,F,adult
M154/21,Short-beaked common dolphin,Common Dolphin,26/02/2021,2,2021,57.69916667,-6.294722222,U,unknown
M155/21,Short-beaked common dolphin,Common Dolphin,27/02/2021,2,2021,56.95277778,-7.482777778,U,adult
M163/21,Short-beaked common dolphin,Common Dolphin,28/02/2021,2,2021,55.61555556,-6.140833333,U,unknown
M161/21,Harbour porpoise,Harbour porpoise,01/03/2021,3,2021,56.06472222,-2.716388889,U,adult
M162/21,Harbour porpoise,Harbour porpoise,02/03/2021,3,2021,56.23583333,-2.666388889,U,juvenile
M164/21,Short-beaked common dolphin,Common Dolphin,03/03/2021,3,2021,56.28527778,-6.252222222,U,unknown
M168/21,Humpback whale,Baleen Whales,03/03/2021,3,2021,58.35583333,-6.201666667,U,neonate
M165/21,Short-beaked common dolphin,Common Dolphin,04/03/2021,3,2021,55.84805556,-6.105,U,juvenile
M166/21,Harbour porpoise,Harbour porpoise,04/03/2021,3,2021,56.71388889,-2.447222222,U,adult
M170/21,Harbour porpoise,Harbour porpoise,05/03/2021,3,2021,57.66611111,-5.807777778,U,adult
M171/21,Harbour porpoise,Harbour porpoise,07/03/2021,3,2021,56.82805556,-2.282222222,U,adult
M172/21,Short-beaked common dolphin,Common Dolphin,07/03/2021,3,2021,57.37833333,-7.423333333,M,juvenile
M174/21,Short-beaked common dolphin,Common Dolphin,09/03/2021,3,2021,55.41361111,-5.5825,U,juvenile
M175/21,Short-beaked common dolphin,Common Dolphin,10/03/2021,3,2021,57.73138889,-5.713055556,M,juvenile
M176/21,Harbour porpoise,Harbour porpoise,10/03/2021,3,2021,57.73138889,-5.711666667,F,juvenile
M180/21,Short-beaked common dolphin,Common Dolphin,11/03/2021,3,2021,56.34444444,-6.3475,U,juvenile
M184-21,Harbour porpoise,Harbour porpoise,11/03/2021,3,2021,57.67638889,-1.975277778,U,juvenile
M182/21,Harbour porpoise,Harbour porpoise,12/03/2021,3,2021,55.65583333,-6.263888889,U,unknown
M183/21,Harbour porpoise,Harbour porpoise,12/03/2021,3,2021,55.30277778,-4.838888889,M,juvenile
M185/21,Short-beaked common dolphin,Common Dolphin,12/03/2021,3,2021,54.72638889,-4.955833333,M,adult
M187/21,Harbour porpoise,Harbour porpoise,13/03/2021,3,2021,56.70611111,-5.711944444,F,adult
M193/21,Short-beaked common dolphin,Common Dolphin,13/03/2021,3,2021,56.20444444,-5.558333333,U,juvenile
M191/21,Fin whale,Baleen Whales,14/03/2021,3,2021,58.22027778,-6.969722222,M,juvenile
M192/21,Harbour porpoise,Harbour porpoise,14/03/2021,3,2021,56.06333333,-2.8125,U,juvenile
M204/21,Short-beaked common dolphin,Common Dolphin,14/03/2021,3,2021,57.61972222,-7.513611111,M,juvenile
M195/21,Short-beaked common dolphin,Common Dolphin,15/03/2021,3,2021,57.07222222,-7.305,F,juvenile
M198/21,Short-beaked common dolphin,Common Dolphin,16/03/2021,3,2021,57.47444444,-7.395,F,adult
M200/21,Short-beaked common dolphin,Common Dolphin,17/03/2021,3,2021,58.60916667,-3.348055556,F,juvenile
M201/21,Short-beaked common dolphin,Common Dolphin,20/03/2021,3,2021,56.51861111,-6.881944444,U,unknown
M205/21,Short-beaked common dolphin,Common Dolphin,22/03/2021,3,2021,56.10638889,-6.1775,U,juvenile
M211/21,Short-beaked common dolphin,Common Dolphin,22/03/2021,3,2021,55.77222222,-6.458333333,U,juvenile
M214/21,Long-finned pilot whale,Pelagic Dolphins,22/03/2021,3,2021,54.8575,-5.391111111,U,unknown
M216/21,Short-beaked common dolphin,Common Dolphin,25/03/2021,3,2021,57.17444444,-7.416666667,F,juvenile
M217/21,Harbour porpoise,Harbour porpoise,26/03/2021,3,2021,56.170668,-4.902041,U,juvenile
M218/21,Short-beaked common dolphin,Common Dolphin,26/03/2021,3,2021,57.22555556,-5.638888889,U,juvenile
M219/21,Harbour porpoise,Harbour porpoise,27/03/2021,3,2021,60.14861111,-1.113055556,U,unknown
M220/21,Harbour porpoise,Harbour porpoise,28/03/2021,3,2021,56.68833333,-5.538333333,U,juvenile
M221/21,Sperm whale,Deep Divers,28/03/2021,3,2021,58.25861111,-6.889166667,U,juvenile
M226/21,Short-beaked common dolphin,Common Dolphin,29/03/2021,3,2021,56.45194444,-5.445,M,juvenile
M224/21,Long-finned pilot whale,Pelagic Dolphins,30/03/2021,3,2021,55.63277778,-4.770833333,U,unknown
M227/21,Short-beaked common dolphin,Common Dolphin,31/03/2021,3,2021,56.4225,-5.484166667,U,unknown
M233/21,Harbour porpoise,Harbour porpoise,02/04/2021,4,2021,55.87777778,-5.227777778,U,unknown
M234/21,Harbour porpoise,Harbour porpoise,02/04/2021,4,2021,57.30638889,-1.987777778,U,adult
M238/21,Short-beaked common dolphin,Common Dolphin,04/04/2021,4,2021,57.53416667,-7.393333333,M,juvenile
M239/21,Short-beaked common dolphin,Common Dolphin,04/04/2021,4,2021,57.535,-7.393888889,F,juvenile
M240/21,Short-beaked common dolphin,Common Dolphin,05/04/2021,4,2021,57.36138889,-6.458611111,M,juvenile
M242/21,Harbour porpoise,Harbour porpoise,07/04/2021,4,2021,56.24,-4.973055556,U,adult
M244/21,Baleen whale (indeterminate species),Baleen Whales,07/04/2021,4,2021,60.32861111,-1.448888889,U,unknown
M243/21,Harbour porpoise,Harbour porpoise,07/04/2021,4,2021,58.42638889,-6.440833333,U,unknown
M253/21,Cuvier's beaked whale,Deep Divers,12/04/2021,4,2021,56.53444444,-6.842222222,M,juvenile
M254/21,Harbour porpoise,Harbour porpoise,12/04/2021,4,2021,57.14444444,-2.071666667,M,unknown
M255/21,Baleen whale (indeterminate species),Baleen Whales,12/04/2021,4,2021,57.6125,-1.822777778,U,unknown
M259/21,Harbour porpoise,Harbour porpoise,16/04/2021,4,2021,56.49666667,-2.71,U,unknown
M260/21,Harbour porpoise,Harbour porpoise,17/04/2021,4,2021,60.13027778,-1.200555556,M,unknown
M263/21,Harbour porpoise,Harbour porpoise,19/04/2021,4,2021,60.13805556,-1.163055556,U,unknown
M264/21,Harbour porpoise,Harbour porpoise,22/04/2021,4,2021,56.75916667,-2.418611111,U,unknown
M268/21,Minke whale,Baleen Whales,24/04/2021,4,2021,56.02805556,-3.370277778,F,juvenile
M270/21,Harbour porpoise,Harbour porpoise,24/04/2021,4,2021,55.87638889,-2.103888889,U,adult
M277/21,Baleen whale (indeterminate species),Baleen Whales,25/04/2021,4,2021,57.61277778,-1.823333333,U,juvenile
M278/21,Harbour porpoise,Harbour porpoise,28/04/2021,4,2021,56.39916667,-2.809166667,U,unknown
M279/21,Harbour porpoise,Harbour porpoise,28/04/2021,4,2021,57.68,-2.569444444,F,juvenile
M282/21,Harbour porpoise,Harbour porpoise,30/04/2021,4,2021,56.46916667,-5.700277778,U,unknown
M291/21,Risso's dolphin,Pelagic Dolphins,03/05/2021,5,2021,57.14555556,-7.408611111,U,adult
M284/21,Harbour porpoise,Harbour porpoise,04/05/2021,5,2021,56.75972222,-2.4175,U,juvenile
M287/21,Harbour porpoise,Harbour porpoise,05/05/2021,5,2021,57.67888889,-2.325277778,F,juvenile
M288/21,Harbour porpoise,Harbour porpoise,05/05/2021,5,2021,56.7175,-2.447222222,U,unknown
M289/21,Harbour porpoise,Harbour porpoise,06/05/2021,5,2021,57.68305556,-2.747777778,M,neonate
M292/21,Harbour porpoise,Harbour porpoise,06/05/2021,5,2021,57.66472222,-3.032222222,U,unknown
M293/21,Harbour porpoise,Harbour porpoise,07/05/2021,5,2021,57.14805556,-2.075277778,U,juvenile
M296/21,Harbour porpoise,Harbour porpoise,08/05/2021,5,2021,57.66138889,-3.665277778,U,juvenile
M294/21,Harbour porpoise,Harbour porpoise,09/05/2021,5,2021,57.91611111,-3.997777778,U,adult
M295/21,Short-beaked common dolphin,Common Dolphin,09/05/2021,5,2021,59.35277778,-2.425,M,juvenile
M298/21,Harbour porpoise,Harbour porpoise,09/05/2021,5,2021,57.66611111,-2.519444444,U,unknown
M299/21,Harbour porpoise,Harbour porpoise,10/05/2021,5,2021,56.47916667,-6.884166667,U,adult
M300/21,Harbour porpoise,Harbour porpoise,10/05/2021,5,2021,57.69333333,-2.776388889,U,unknown
M302/21,Harbour porpoise,Harbour porpoise,11/05/2021,5,2021,55.98611111,-3.217777778,U,unknown
M304/21,Minke whale,Baleen Whales,13/05/2021,5,2021,56.80777778,-6.319166667,U,unknown
M306/21,Short-beaked common dolphin,Common Dolphin,13/05/2021,5,2021,57.39888889,-7.328888889,M,juvenile
M307/21,Harbour porpoise,Harbour porpoise,15/05/2021,5,2021,56.66166667,-2.498888889,F,adult
M308/21,Harbour porpoise,Harbour porpoise,15/05/2021,5,2021,55.90527778,-5.234444444,F,unknown
M311/21,Harbour porpoise,Harbour porpoise,16/05/2021,5,2021,57.70277778,-3.482777778,F,juvenile
M314/21,Harbour porpoise,Harbour porpoise,17/05/2021,5,2021,56.09194444,-3.16,M,juvenile
M315/21,Harbour porpoise,Harbour porpoise,18/05/2021,5,2021,57.66972222,-2.5375,F,juvenile
M319/21,Harbour porpoise,Harbour porpoise,20/05/2021,5,2021,55.48361111,-5.0925,U,unknown
M320/21,Long-finned pilot whale,Pelagic Dolphins,20/05/2021,5,2021,58.54305556,-5.054444444,F,adult
M321/21,Harbour porpoise,Harbour porpoise,22/05/2021,5,2021,57.16361111,-2.078611111,F,unknown
M322/21,Harbour porpoise,Harbour porpoise,22/05/2021,5,2021,57.70222222,-3.482222222,U,unknown
M323/21,Harbour porpoise,Harbour porpoise,23/05/2021,5,2021,57.16861111,-2.078333333,U,unknown
M324/21,Harbour porpoise,Harbour porpoise,24/05/2021,5,2021,57.83527778,-3.828888889,F,unknown
M330/21,Harbour porpoise,Harbour porpoise,26/05/2021,5,2021,57.89277778,-6.359166667,F,unknown
M326/21,Harbour porpoise,Harbour porpoise,27/05/2021,5,2021,58.6125,-3.346944444,M,unknown
M332/21,Humpback whale,Baleen Whales,03/06/2021,6,2021,56.32694444,-2.707777778,M,juvenile
M336/21,Harbour porpoise,Harbour porpoise,04/06/2021,6,2021,55.94694444,-4.6125,U,adult
M338/21,Harbour porpoise,Harbour porpoise,08/06/2021,6,2021,56.62972222,-2.489444444,U,adult
M345/21,Harbour porpoise,Harbour porpoise,09/06/2021,6,2021,56.40972222,-2.809444444,U,juvenile
M344/21,Harbour porpoise,Harbour porpoise,11/06/2021,6,2021,55.64666667,-4.816111111,F,neonate
M346/21,Harbour porpoise,Harbour porpoise,14/06/2021,6,2021,57.93361111,-5.197222222,U,juvenile
M348/21,Harbour porpoise,Harbour porpoise,14/06/2021,6,2021,57.05333333,-6.51,F,adult
M350/21,Harbour porpoise,Harbour porpoise,15/06/2021,6,2021,55.89472222,-5.620277778,U,neonate
M351/21,Harbour porpoise,Harbour porpoise,15/06/2021,6,2021,57.66944444,-2.541388889,U,neonate
M352/21,Fin whale,Baleen Whales,17/06/2021,6,2021,57.25277778,-2.035555556,M,juvenile
M355/21,Short-beaked common dolphin,Common Dolphin,19/06/2021,6,2021,60.45611111,-1.348055556,U,unknown
M356/21,Risso's dolphin,Pelagic Dolphins,19/06/2021,6,2021,57.69944444,-2.070833333,U,juvenile
M424/21,Killer whale,Pelagic Dolphins,19/06/2021,6,2021,57.91583333,-6.576111111,U,juvenile
M354/21,Baleen whale (indeterminate species),Baleen Whales,20/06/2021,6,2021,57.59222222,-7.528888889,U,unknown
M360/21,Risso's dolphin,Pelagic Dolphins,20/06/2021,6,2021,56.3425,-6.316111111,U,adult
M362/21,Harbour porpoise,Harbour porpoise,24/06/2021,6,2021,57.86333333,-6.993333333,M,neonate
M365/21,Harbour porpoise,Harbour porpoise,25/06/2021,6,2021,55.10444444,-5.007777778,M,neonate
M367/21,Humpback whale,Baleen Whales,28/06/2021,6,2021,58.29083333,-3.238333333,M,juvenile
M368/21,Harbour porpoise,Harbour porpoise,28/06/2021,6,2021,55.58527778,-5.452222222,F,adult
M370/21,Harbour porpoise,Harbour porpoise,30/06/2021,6,2021,55.84277778,-2.069722222,U,neonate
M372/21,Risso's dolphin,Pelagic Dolphins,30/06/2021,6,2021,58.0754,-5.3253773,U,adult
M396/21,Harbour porpoise,Harbour porpoise,30/06/2021,6,2021,55.24138889,-4.8625,U,neonate
